filerange 7000 8131
rangestart 7000 8131

7000	Fighter Facility
7001	<b>Description:</b>  Enables Fighter Class production. \n\n<b>Type:</b> Production Facility (Takes 1 Production Slot). \n\n<b>Construction time:</b> 30 s\n<b>Prerequisites:</b> None.
7002	Corvette Facility
7003	<b>Description:</b>  Enables Corvette Class production.  \n\n<b>Type:</b> Production Facility (Takes 1 Production Slot). \n\n<b>Construction time:</b> 45 s\n<b>Prerequisites:</b> Fighter Facility.
7004	Frigate Facility
7005	<b>Description:</b>  Enables Frigate Class production. \n\n<b>Type:</b> Production Facility(Takes 1 Production Slot). \n\n<b>Construction time:</b> 45 s\n<b>Prerequisites:</b> Corvette Facility.
7006	Capital Ship Facility
7007	<b>Description:</b>  Enables Capital Ship production. \n\n<b>Type:</b> Production Facility (Takes 1 Production Slot). \n\n<b>Construction time:</b> 60 s\n<b>Prerequisites:</b> Frigate Facility.
7008	Platform Control Module
7009	<b>Description:</b>  Coordinates Weapon Platform operations. Required for building Weapon Platforms.  \n\n<b>Type:</b> Module (Takes 1 Module Slot). \n\n<b>Prerequisites:</b> None.
7010	Research Module
7011	<b>Description:</b>  Science Division. Unlocks research and new ships.  \n\n<b>Type:</b> Module (Takes 1 Module Slot). \n\n<b>Construction time:</b> 60 s\n<b>Prerequisites:</b> Fighter Facility.
7012	Advanced Research Module
7013	<b>Description:</b>  Engineering Division. Unlocks advanced technology research and new ships.  \n\n<b>Type:</b> Module (Takes 1 Module Slot). \n\n<b>Construction time:</b> 120 s\n<b>Prerequisites:</b> Frigate Facility & Research Module.
7014	Hyperspace Module
7015	<b>Description:</b>  Hyperspace Field Generators. Allows nearby Frigates and Capital ships to proceed hyperspace jump.  \n\n<b>Type:</b> Module (Takes 1 Module Slot). \n\n<b>Construction time:</b> 40 s\n<b>Prerequisites:</b> Research Module.
7016	Gravity Well Generator
7017	<b>Description:</b>  Hyperspace Inhibitor. Prevents enemy ships from entering or exiting hyperspace within a limited radius around the ship.  \n\n<b>Type:</b> Module (Takes 1 Module Slot).\n\n<b>Construction time:</b> 20 s\n<b>Prerequisites:</b> Hyperspace Module.
7018	Cloak Generator
7019	<b>Description:</b>  Sensor Disruption(Cloak Class 1). Cloaks nearby ships from enemy sensors when activated. Low energy cost when initiated but a minimum amount of energy (10% of total) is required to activate.  \n\n<b>Type:</b> Module (Takes 1 Module Slot). \n\n<b>Prerequisites:</b> Research Module.
7020	Fire Control Tower
