filerange 80000 89999
rangestart 80000 89999

// Subtitles
80000	卡尔夫·马南的货船
80001	这儿除了垃圾还能有点啥！
80002	紧急频道收到通讯！紧急频道收到通讯！
80003	呃……好吧，放。
80004	喂？有人吗？我是卡尔夫·马南，我的货船走不动了，谁来帮帮我，我会把坐标附在通讯末尾。
80005	哈！一个倒霉蛋。不过这家伙比我强多了……他有艘货船！
80006	好吧，让我看看……
80007	找到你了……你真该庆幸我在附近。
80008	天哪，这艘船怎么烂的跟屎一样！
80009	额……额啊啊啊……
80010	超空间核心是什么？先祖为什么会爆发内战？
80011	谢天谢地，有人来了！
80012	额，那边的工作船你好，能帮我修理一下这该死的破船吗？
80013	不知为什么她突然就一动不动了
80014	如果这坨屎能动的起来，那我才真要吃惊呢。
80015	嘿，我知道这艘船很破，但我全部家当都在上面了，帮我个忙，修一下吧。
80016	给我个帮你修船的理由先？
80017	开始趁火打劫了，嗯？这样如何，只要船能走起来，我就给你2000资金。
80018	真够……慷慨的。难以拒绝啊。
80019	那么我们开始吧，时间对我来说可是很宝贵的。
80020	嗯……有个问题。
80021	修船我会，但是没有高强合金啊。
80022	拿着，我船上最不缺的就是这玩意。
80023	移动到货箱附近然后左键选中货箱进行拾取
80024	这么说，你是个修船工？
80025	打仗的时候是，现在，不过捡捡残骸而已。
80026	啊，对，残骸……多么可怕的战争啊……
80027	清理它们更是要命，到处都是破碎的尸体，惨不忍睹。
80028	多想想好的方面，残骸浑身都是宝啊。
80029	你开玩笑，我只看到一堆废铁。
80030	我的朋友，如果你去过卡洛斯或者亚伯瑟德，就不会这么说了。
80031	亚伯瑟德……先祖残骸区……你去过？
80032	刚从那边回来。
80033	哇哦，那你找到什么东西了？找到宝贝了？
80034	我找到了……艹！
80035	……
80036	你确定你的修理技术过关吗？
80037	修理程序是全自动的啊，你的船马上就会行动自如了。
80038	如果我没看错的话……反应堆正在过载！
80039	什么！那怎么可能！
80040	温度正在迅速上升，这船马上就要爆炸了！
80041	哦，该死！
80042	尽快远离货船
80043	该死！卡尔夫！卡尔夫·马南！
80044	计算机，锁定逃生舱信号！
80045	找到了。
80046	……
80047	晕过去了……好吧，没死算他走运……
80048	他说他刚从亚伯瑟德回来……
80049	船上一定有好东西……嗯，一定！
80050	等等，这是什么……
80051	哦，该死！
80052	垃圾……
80053	垃圾……
80054	全是垃圾！
80055	垃圾……
80056	垃圾……
80057	全是垃圾！
80058	以防万一，我想我应该带上我的集装箱……
80059	哈！我的集装箱，最好把它带上，以防万一……
80060	选中工作船后，右击集装箱进行携带
80061	卡尔夫·马南
80062	好了，这下什么都不缺了。
80063	检测到生物苏醒信号……
80064	卧……卧特？！
80065	生物：希格拉人 雄性 意识：86%
80066	什么鬼，我的船内计算机抽风了吗？
80067	理性：78% 可以交谈……你好，我叫尼娅森，请多指教
