filerange 60544 60829
rangestart 60544 60829

// Subtitles
60565	不对劲，我们被拖出了超空间，我们现在仍在星云内部。
60566	这是个圈套！
60567	感应器检测到三个超空间抑制器排成的三角阵。它们中任何一个都会阻碍我们进入超空间，必须将它们全部摧毁！
60568	虽然感应器仍受到星云的影响，但还是看得出敌人并不打算放过我们。
60569	研究部门报告说他们现在已作好无人机技术的研究准备。建议立即开始研究。
60570	研究部门报告说他们现在已作好防御场技术的研究准备。建议立即开始研究。
60571	你们现在仍然可以选择加入我们并在这里过和平的生活。
60572	我们不能就此止步。你我也有共同之处，我们的超空间推进技术完全一样。这是先民在我们所在星球上的一块遗迹中留下的。我们正在寻找先民的家园。
60573	你们注定会失败的。那些把我们赶到这儿来的远古恶魔会发现并消灭你们，然后就会知道我们的存在。我们绝对不允许这种事情发生。
60574	多股敌军正在靠近。迎击敌军，消灭他们。
60575	敌人的飞船正在向该点撤退。尽管感应器受到干扰，但仍能从那里收到一个友好信号，只是信号并不来自于我方飞船。
60576	它看上去和卡-托巴很相像。
60577	事实上，这艘飞船的结构和材质与卡拉克星系的卡-托巴残骸完全匹配。
60579	超空间抑制场已经消失。超空间模块恢复正常。
60580	卡德仕教会舰队
60771	多股敌军正在靠近。迎击敌军，消灭他们。
60772	超空间抑制场已经消失。超空间模块恢复正常。
60773	那是卡-托巴。
60774	这艘飞船的结构和材质与卡拉克星系的卡-托巴残骸完全匹配。我们与他们同宗同源。
60791	我们还有更要紧的任务，不能久留。让我们讲和吧，我们之间有一些共同点，我们的先民留给我们的超空间技术和你们的一样，也许我们寻找的家园也是你们的家园。
60828	卡德仕人部署了超空间抑制器防止我们逃脱。将抑制器全部摧毁，这样我们才能启动超空间跳跃。
60829	卡德仕人的埋伏圈将母舰包围了。消灭所有敌军，不惜一切代价保护母舰。
60544	异常现象
60563	友好信号
60564	抑制信号

rangeend
