filerange 66636 66645
rangestart 66636 66645

// Subtitles
66636	接下来的信息本属绝密。但是看到你们为了我们而出生入死，我们觉得你们有权知晓它们。请看：
66637	很久以前，一场可怕的战争使你们古老的帝国土崩瓦解。你们的敌人是如此残酷，若非大多数人集体请求宽恕你们的先民，几乎所有的人都会惨遭屠杀。
66638	为了稳定民心，征服者饶恕了被征服的幸存者，这些人都被流放了。
66639	跟随或帮助那些失败者是不被允许的。关于他们的所有记忆都将被抹去。
66640	许多个世代以来，这些流放船静静地在深空中航行。他们饱受各种困难的折磨……
66641	……以及不完善技术的煎熬……
66642	终于，他们及时发现了一个适合居住的星系。
66643	这个荒芜的世界成了他们的救星。它埋葬了他们的遗产，转而为他们孕育出全新的命运。
66644	有一样人工制品在旅程中残存了下来，那就是你们现在携带的指示石。它来自你们家园那倍受崇敬的“天使之月”，那里早就成了神话和传说中的地方。
66645	你们的故事在内外银河广为流传，许多人都预言了你们的回归。

rangeend
